"species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete"
"Philetor brachypterus","Philetor_brachypterus","Philetor","VESPERTILIONIDAE","Yangochiroptera","Philetor_brachypterus",3,0,0,"keep","keep",0,"yes"
"Phoniscus aerosa","Phoniscus_aerosa","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_aerosa",0,0,0,"drop","drop",NA,"yes"
"Phoniscus atrox","Phoniscus_atrox","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_atrox",0,0,0,"drop","drop",0,"yes"
"Phoniscus jagorii","Phoniscus_jagorii","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_jagorii",0,0,0,"drop","drop",0,"yes"
"Phoniscus papuensis","Phoniscus_papuensis","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_papuensis",0,0,0,"drop","drop",0,"yes"
"Phylloderma stenops","Phylloderma_stenops","Phylloderma","PHYLLOSTOMIDAE","Yangochiroptera","Phylloderma_stenops",0,1,0,"keep","drop",NA,"yes"
"Phyllonycteris aphylla","Phyllonycteris_aphylla","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_aphylla",0,0,0,"drop","drop",0,"yes"
"Phyllonycteris poeyi","Phyllonycteris_poeyi","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_poeyi",0,1,0,"keep","drop",0,"yes"
"Phyllops falcatus","Phyllops_falcatus","Phyllops","PHYLLOSTOMIDAE","Yangochiroptera","Phyllops_falcatus",0,1,0,"keep","drop",1,"yes"
"Phyllostomus discolor","Phyllostomus_discolor","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_discolor",20,85,5,"keep","keep",0,"yes"
"Phyllostomus elongatus","Phyllostomus_elongatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_elongatus",0,1,0,"keep","drop",0,"yes"
"Phyllostomus hastatus","Phyllostomus_hastatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_hastatus",53,51,1,"keep","keep",1,"yes"
"Phyllostomus latifolius","Phyllostomus_latifolius","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_latifolius",0,1,0,"keep","drop",0,"yes"
"Pipistrellus abramus","Pipistrellus_abramus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_abramus",69,37,8,"keep","keep",1,"yes"
"Pipistrellus adamsi","Pipistrellus_adamsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_adamsi",0,0,0,"drop","drop",0,"yes"
"Pipistrellus aero","Pipistrellus_aero","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_aero",0,0,0,"drop","drop",NA,"yes"
"Pipistrellus alaschanicus","Pipistrellus_alaschanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,2,0,0,"keep","keep",1,"yes"
"Pipistrellus angulatus","Pipistrellus_angulatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_angulatus",0,0,0,"drop","drop",1,"yes"
"Pipistrellus anthonyi","Pipistrellus_anthonyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus arabicus","Pipistrellus_arabicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus ariel","Pipistrellus_ariel","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Pipistrellus cadornae","Pipistrellus_cadornae","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Pipistrellus ceylonicus","Pipistrellus_ceylonicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_ceylonicus",3,2,2,"keep","keep",1,"yes"
"Pipistrellus collinus","Pipistrellus_collinus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_collinus",0,0,0,"drop","drop",0,"yes"
"Pipistrellus coromandra","Pipistrellus_coromandra","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_coromandra",7,3,1,"keep","keep",1,"yes"
"Pipistrellus crassulus","Pipistrellus_crassulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,3,0,0,"keep","keep",NA,"yes"
"Pipistrellus deserti","Pipistrellus_deserti","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_deserti",0,0,0,"drop","drop",1,"yes"
"Pipistrellus eisentrauti","Pipistrellus_eisentrauti","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus endoi","Pipistrellus_endoi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_endoi",0,0,0,"drop","drop",1,"yes"
"Pipistrellus hanaki","Pipistrellus_hanaki","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Pipistrellus hesperidus","Pipistrellus_hesperidus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperidus",11,3,0,"keep","keep",0,"yes"
"Pipistrellus imbricatus","Pipistrellus_imbricatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Pipistrellus inexspectatus","Pipistrellus_inexspectatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_inexspectatus",0,0,0,"drop","drop",NA,"yes"
"Pipistrellus javanicus","Pipistrellus_javanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_javanicus",0,4,1,"keep","keep",1,"yes"
"Pipistrellus joffrei","Pipistrellus_joffrei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus kitcheneri","Pipistrellus_kitcheneri","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus kuhlii","Pipistrellus_kuhlii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_kuhlii",152,38,7,"keep","keep",1,"yes"
"Pipistrellus lophurus","Pipistrellus_lophurus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus macrotis","Pipistrellus_macrotis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Pipistrellus maderensis","Pipistrellus_maderensis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_maderensis",0,1,0,"keep","drop",1,"yes"
"Pipistrellus minahassae","Pipistrellus_minahassae","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_minahassae",0,0,0,"drop","drop",NA,"yes"
"Pipistrellus murrayi","Pipistrellus_murrayi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus musciculus","Pipistrellus_musciculus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus nanulus","Pipistrellus_nanulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nanulus",2,1,1,"keep","keep",1,"yes"
"Pipistrellus nathusii","Pipistrellus_nathusii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nathusii",30,23,5,"keep","keep",1,"yes"
"Pipistrellus papuanus","Pipistrellus_papuanus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_papuanus",0,0,0,"drop","drop",1,"yes"
"Pipistrellus paterculus","Pipistrellus_paterculus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_paterculus",0,0,0,"drop","drop",1,"yes"
"Pipistrellus permixtus","Pipistrellus_permixtus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_permixtus",0,0,0,"drop","drop",NA,"yes"
"Pipistrellus pipistrellus","Pipistrellus_pipistrellus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pipistrellus",163,125,21,"keep","keep",1,"yes"
"Pipistrellus pulveratus","Pipistrellus_pulveratus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,11,0,0,"keep","keep",1,"yes"
"Pipistrellus pygmaeus","Pipistrellus_pygmaeus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pygmaeus",64,26,2,"keep","keep",1,"yes"
"Pipistrellus raceyi","Pipistrellus_raceyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Pipistrellus rueppellii","Pipistrellus_rueppellii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rueppellii",0,1,0,"keep","drop",1,"yes"
"Pipistrellus rusticus","Pipistrellus_rusticus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rusticus",0,1,0,"keep","drop",1,"yes"
"Pipistrellus savii","Pipistrellus_savii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,27,1,0,"keep","keep",1,"yes"
"Pipistrellus stenopterus","Pipistrellus_stenopterus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_stenopterus",0,2,0,"keep","drop",1,"yes"
"Pipistrellus sturdeei","Pipistrellus_sturdeei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_sturdeei",0,0,0,"drop","drop",NA,"yes"
"Pipistrellus subflavus","Pipistrellus_subflavus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_subflavus",106,19,7,"keep","keep",1,"yes"
"Pipistrellus tenuis","Pipistrellus_tenuis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_tenuis",0,1,0,"keep","drop",1,"yes"
"Pipistrellus vordermanni","Pipistrellus_vordermanni","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Pipistrellus wattsi","Pipistrellus_wattsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_wattsi",0,0,0,"drop","drop",1,"yes"
"Pipistrellus westralis","Pipistrellus_westralis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_westralis",0,0,0,"drop","drop",0,"yes"
"Platalina genovensium","Platalina_genovensium","Platalina","PHYLLOSTOMIDAE","Yangochiroptera","Platalina_genovensium",0,0,0,"drop","drop",1,"yes"
"Platymops setiger","Platymops_setiger","Platymops","MOLOSSIDAE","Yangochiroptera","Platymops_setiger",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus albericoi","Platyrrhinus_albericoi","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Platyrrhinus angustirostris","Platyrrhinus_angustirostris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Platyrrhinus aurarius","Platyrrhinus_aurarius","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_aurarius",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus brachycephalus","Platyrrhinus_brachycephalus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_brachycephalus",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus chocoensis","Platyrrhinus_chocoensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_chocoensis",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus dorsalis","Platyrrhinus_dorsalis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_dorsalis",0,1,0,"keep","drop",0,"yes"
"Platyrrhinus fusciventris","Platyrrhinus_fusciventris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Platyrrhinus guianensis","Platyrrhinus_guianensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Platyrrhinus helleri","Platyrrhinus_helleri","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_helleri",14,3,0,"keep","keep",1,"yes"
"Platyrrhinus infuscus","Platyrrhinus_infuscus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_infuscus",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus ismaeli","Platyrrhinus_ismaeli","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Platyrrhinus lineatus","Platyrrhinus_lineatus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_lineatus",8,19,1,"keep","keep",0,"yes"
"Platyrrhinus masu","Platyrrhinus_masu","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Platyrrhinus matapalensis","Platyrrhinus_matapalensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Platyrrhinus nigellus","Platyrrhinus_nigellus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Platyrrhinus nitelinea","Platyrrhinus_nitelinea","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Platyrrhinus recifinus","Platyrrhinus_recifinus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_recifinus",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus umbratus","Platyrrhinus_umbratus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_umbratus",0,0,0,"drop","drop",0,"yes"
"Platyrrhinus vittatus","Platyrrhinus_vittatus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_vittatus",0,0,0,"drop","drop",0,"yes"
"Plecotus auritus","Plecotus_auritus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_auritus",51,57,6,"keep","keep",1,"yes"
"Plecotus austriacus","Plecotus_austriacus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_austriacus",12,12,1,"keep","keep",1,"yes"
"Plecotus balensis","Plecotus_balensis","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_balensis",0,1,0,"keep","drop",NA,"yes"
"Plecotus christii","Plecotus_christii","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes"
"Plecotus kolombatovici","Plecotus_kolombatovici","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_kolombatovici",0,0,0,"drop","drop",1,"yes"
"Plecotus macrobullaris","Plecotus_macrobullaris","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,0,3,0,"keep","drop",1,"yes"
"Plecotus ognevi","Plecotus_ognevi","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Plecotus sacrimontis","Plecotus_sacrimontis","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,2,0,0,"keep","keep",1,"yes"
"Plecotus sardus","Plecotus_sardus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_sardus",0,0,0,"drop","drop",0,"yes"
"Plecotus taivanus","Plecotus_taivanus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_taivanus",0,0,0,"drop","drop",0,"yes"
"Plecotus teneriffae","Plecotus_teneriffae","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_teneriffae",2,1,0,"keep","keep",1,"yes"
"Plerotes anchietae","Plerotes_anchietae","Plerotes","PTEROPODIDAE","Yinpterochiroptera","Plerotes_anchietae",0,0,0,"drop","drop",0,"yes"
"Promops centralis","Promops_centralis","Promops","MOLOSSIDAE","Yangochiroptera","Promops_centralis",0,0,0,"drop","drop",0,"yes"
"Promops nasutus","Promops_nasutus","Promops","MOLOSSIDAE","Yangochiroptera","Promops_nasutus",0,1,0,"keep","drop",1,"yes"
"Ptenochirus jagori","Ptenochirus_jagori","Ptenochirus","PTEROPODIDAE","Yinpterochiroptera","Ptenochirus_jagori",5,3,1,"keep","keep",0,"yes"
"Ptenochirus minor","Ptenochirus_minor","Ptenochirus","PTEROPODIDAE","Yinpterochiroptera","Ptenochirus_minor",0,0,0,"drop","drop",0,"yes"
"Pteralopex anceps","Pteralopex_anceps","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_anceps",0,0,0,"drop","drop",0,"yes"
"Pteralopex atrata","Pteralopex_atrata","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_atrata",0,0,0,"drop","drop",0,"yes"
"Pteralopex flanneryi","Pteralopex_flanneryi","Pteralopex","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Pteralopex pulchra","Pteralopex_pulchra","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_pulchra",0,0,0,"drop","drop",0,"yes"
"Pteralopex taki","Pteralopex_taki","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_taki",0,0,0,"drop","drop",0,"yes"
"Pteronotus davyi","Pteronotus_davyi","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_davyi",31,4,0,"keep","keep",1,"yes"
"Pteronotus gymnonotus","Pteronotus_gymnonotus","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_gymnonotus",0,2,0,"keep","drop",0,"yes"
"Pteronotus macleayii","Pteronotus_macleayii","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_macleayii",0,2,0,"keep","drop",0,"yes"
"Pteronotus paraguanensis","Pteronotus_paraguanensis","Pteronotus","MORMOOPIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Pteronotus parnellii","Pteronotus_parnellii","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_parnellii",152,144,2,"keep","keep",1,"yes"
"Pteronotus personatus","Pteronotus_personatus","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_personatus",1,10,0,"keep","keep",1,"yes"
"Pteronotus quadridens","Pteronotus_quadridens","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_quadridens",0,7,0,"keep","drop",0,"yes"
"Pteropus admiralitatum","Pteropus_admiralitatum","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_admiralitatum",4,0,0,"keep","keep",0,"yes"
"Pteropus aldabrensis","Pteropus_aldabrensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_aldabrensis",0,0,0,"drop","drop",0,"yes"
"Pteropus alecto","Pteropus_alecto","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_alecto",155,86,60,"keep","keep",0,"yes"
"Pteropus anetianus","Pteropus_anetianus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_anetianus",0,0,0,"drop","drop",0,"yes"
"Pteropus argentatus","Pteropus_argentatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Pteropus aruensis","Pteropus_aruensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_aruensis",0,0,0,"drop","drop",NA,"yes"
"Pteropus brunneus","Pteropus_brunneus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_brunneus",0,0,0,"drop","drop",NA,"yes"
"Pteropus caniceps","Pteropus_caniceps","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_caniceps",0,0,0,"drop","drop",0,"yes"
"Pteropus capistratus","Pteropus_capistratus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_capistratus",4,0,0,"keep","keep",0,"yes"
"Pteropus chrysoproctus","Pteropus_chrysoproctus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_chrysoproctus",0,0,0,"drop","drop",0,"yes"
"Pteropus cognatus","Pteropus_cognatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_cognatus",0,0,0,"drop","drop",0,"yes"
"Pteropus conspicillatus","Pteropus_conspicillatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_conspicillatus",17,18,5,"keep","keep",0,"yes"
"Pteropus dasymallus","Pteropus_dasymallus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_dasymallus",3,9,3,"keep","keep",0,"yes"
"Pteropus faunulus","Pteropus_faunulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_faunulus",0,0,0,"drop","drop",0,"yes"
"Pteropus fundatus","Pteropus_fundatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_fundatus",0,0,0,"drop","drop",0,"yes"
"Pteropus giganteus","Pteropus_giganteus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_giganteus",322,62,20,"keep","keep",0,"yes"
"Pteropus gilliardorum","Pteropus_gilliardorum","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_gilliardorum",0,0,0,"drop","drop",NA,"yes"
"Pteropus griseus","Pteropus_griseus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_griseus",0,0,0,"drop","drop",0,"yes"
"Pteropus howensis","Pteropus_howensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_howensis",0,0,0,"drop","drop",0,"yes"
"Pteropus hypomelanus","Pteropus_hypomelanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_hypomelanus",40,36,10,"keep","keep",0,"yes"
"Pteropus intermedius","Pteropus_intermedius","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_intermedius",0,0,0,"drop","drop",0,"yes"
"Pteropus keyensis","Pteropus_keyensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_keyensis",0,0,0,"drop","drop",NA,"yes"
"Pteropus livingstonii","Pteropus_livingstonii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_livingstonii",0,9,0,"keep","drop",0,"yes"
"Pteropus lombocensis","Pteropus_lombocensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lombocensis",0,0,0,"drop","drop",NA,"yes"
"Pteropus loochoensis","Pteropus_loochoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_loochoensis",0,0,0,"drop","drop",NA,"yes"
"Pteropus lylei","Pteropus_lylei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lylei",273,19,13,"keep","keep",0,"yes"
"Pteropus macrotis","Pteropus_macrotis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_macrotis",0,1,0,"keep","drop",0,"yes"
"Pteropus mahaganus","Pteropus_mahaganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mahaganus",0,0,0,"drop","drop",0,"yes"
"Pteropus mariannus","Pteropus_mariannus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mariannus",0,3,0,"keep","drop",0,"yes"
"Pteropus melanopogon","Pteropus_melanopogon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanopogon",0,0,0,"drop","drop",0,"yes"
"Pteropus melanotus","Pteropus_melanotus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanotus",3,2,1,"keep","keep",0,"yes"
"Pteropus molossinus","Pteropus_molossinus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_molossinus",0,0,0,"drop","drop",0,"yes"
"Pteropus neohibernicus","Pteropus_neohibernicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_neohibernicus",5,1,0,"keep","keep",0,"yes"
"Pteropus niger","Pteropus_niger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_niger",0,2,0,"keep","drop",0,"yes"
"Pteropus nitendiensis","Pteropus_nitendiensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_nitendiensis",0,0,0,"drop","drop",0,"yes"
"Pteropus ocularis","Pteropus_ocularis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ocularis",0,0,0,"drop","drop",NA,"yes"
"Pteropus ornatus","Pteropus_ornatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ornatus",0,1,0,"keep","drop",0,"yes"
"Pteropus pelagicus","Pteropus_pelagicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_insularis",0,1,0,"keep","drop",0,"yes"
"Pteropus pelewensis","Pteropus_pelewensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pelewensis",0,0,0,"drop","drop",0,"yes"
"Pteropus personatus","Pteropus_personatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_personatus",0,0,0,"drop","drop",0,"yes"
"Pteropus pilosus","Pteropus_pilosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pilosus",0,0,0,"drop","drop",NA,"yes"
"Pteropus pohlei","Pteropus_pohlei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pohlei",0,0,0,"drop","drop",0,"yes"
"Pteropus poliocephalus","Pteropus_poliocephalus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_poliocephalus",72,67,19,"keep","keep",0,"yes"
"Pteropus pselaphon","Pteropus_pselaphon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pselaphon",0,4,0,"keep","drop",0,"yes"
"Pteropus pumilus","Pteropus_pumilus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pumilus",3,10,0,"keep","keep",0,"yes"
"Pteropus rayneri","Pteropus_rayneri","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rayneri",1,0,0,"keep","keep",0,"yes"
"Pteropus rennelli","Pteropus_rennelli","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rennelli",0,0,0,"drop","drop",0,"yes"
"Pteropus rodricensis","Pteropus_rodricensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rodricensis",3,7,0,"keep","keep",0,"yes"
"Pteropus rufus","Pteropus_rufus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rufus",46,15,8,"keep","keep",0,"yes"
"Pteropus samoensis","Pteropus_samoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_samoensis",0,1,0,"keep","drop",0,"yes"
"Pteropus scapulatus","Pteropus_scapulatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_scapulatus",93,23,7,"keep","keep",0,"yes"
"Pteropus seychellensis","Pteropus_seychellensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_seychellensis",0,2,1,"keep","keep",0,"yes"
"Pteropus speciosus","Pteropus_speciosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_speciosus",0,0,0,"drop","drop",0,"yes"
"Pteropus subniger","Pteropus_subniger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_subniger",0,0,0,"drop","drop",NA,"yes"
